#,Sentence#,Token,Tag-Mixed,Segment
22837,1545,dih,,dih
22838,1545,hyb2a,,hyb2a
22839,1545,feeha,,feeha
22840,1545,cheating,,cheating
22841,1545,cases,,cases
22842,1545,🤔,,🤔
22843,1546,w,,w
22844,1546,ah,,ah
22845,1546,12,,12
22846,1546,msh,,msh
22847,1546,21,,21
22848,1546,😂,,😂
22849,1547,ehhh,,ehhh
22850,1547,???😂,,???😂
22851,1548,la2,,la2
22852,1548,dah,,dah
22853,1548,😂,,😂
22854,1549,easy,,easy
22855,1549,ya,,ya
22856,1549,shabab,,shabab
22857,1549,🙆‍♂,,🙆‍♂
22858,1550,@username,,@username
22859,1550,hayfidk,,hayfidk
22860,1550,aktr,,aktr
22861,1550,a3tkd,,a3tkd
22862,1551,l2,,l2
22863,1551,ddr,,ddr
22864,1551,=,,=
22865,1551,0xff,,0xff
22866,1551,ma3naha,,ma3naha
22867,1551,kolohom,,kolohom
22868,1551,outputs,,outputs
22869,1551,momken,,momken
22870,1551,teb2a,,teb2a
22871,1551,0x01,,0x01
22872,1551,7awel,,7awel
22873,1551,kol,,kol
22874,1551,raqam,,raqam
22875,1551,lelrepresentation,,lelrepresentation
22876,1551,bta3o,,bta3o
22877,1551,fl,,fl
22878,1551,hex,,hex
22879,1551,hayeb2a,,hayeb2a
22880,1551,4,,4
22881,1551,bits,,bits
22882,1552,mn,,mn
22883,1552,mpitutorial,,mpitutorial
22884,1553,hwa,,hwa
22885,1553,msh,,msh
22886,1553,ahmed,,ahmed
22887,1553,shaw2y,,shaw2y
22888,1553,?,,?
22889,1553,wala,,wala
22890,1553,enta,,enta
22891,1553,asdk,,asdk
22892,1553,ta,,ta
22893,1553,?😂😂,,?😂😂
22894,1554,la,,la
22895,1554,la,,la
22896,1554,msh,,msh
22897,1554,dih,,dih
22898,1554,😂😂😂,,😂😂😂
22899,1555,علشان,,علشان
22900,1555,المفروض,,المفروض
22901,1555,انها,,انها
22902,1555,هاتاخد,,هاتاخد
22903,1555,list,,list
22904,1555,فيها,,فيها
22905,1555,lists,,lists
22906,1555,تعمل,,تعمل
22907,1555,عليها,,عليها
22908,1555,الfunction,,الfunction
22909,1555,الي,,الي
22910,1555,هي,,هي
22911,1555,rev,,rev
22912,1555,علي,,علي
22913,1555,كل,,كل
22914,1555,element,,element
22915,1555,فيها,,فيها
22916,1555,فبما,,فبما
22917,1555,انها,,انها
22918,1555,هاتعمل,,هاتعمل
22919,1555,rev,,rev
22920,1555,علي,,علي
22921,1555,كل,,كل
22922,1555,element,,element
22923,1555,فده,,فده
22924,1555,معناه,,معناه
22925,1555,ان,,ان
22926,1555,لازم,,لازم
22927,1555,كل,,كل
22928,1555,element,,element
22929,1555,يبقا,,يبقا
22930,1555,list,,list
22931,1555,فبالتالي,,فبالتالي
22932,1555,هاتبقا,,هاتبقا
22933,1555,list,,list
22934,1555,of,,of
22935,1555,lists,,lists
22936,1556,hwa,,hwa
22937,1556,is,,is
22938,1556,there,,there
22939,1556,any,,any
22940,1556,good,,good
22941,1556,co,,co
22942,1556,tas,,tas
22943,1556,aslun,,aslun
22944,1556,?,,?
22945,1557,نفس,,نفس
22946,1557,المكان,,المكان
22947,1557,والميعاد,,والميعاد
22948,1558,اخر,,اخر
22949,1558,ربع,,ربع
22950,1558,ساعه,,ساعه
22951,1559,😂💔,,😂💔
22952,1560,thanqqq,,thanqqq
22953,1560,💃💃,,💃💃
22954,1561,guys,,guys
22955,1561,howa,,howa
22956,1561,lw,,lw
22957,1561,ana,,ana
22958,1561,3ndy,,3ndy
22959,1561,string,,string
22960,1561,s,,s
22961,1561,b,,b
22962,1561,w,,w
22963,1561,ba3dain,,ba3dain
22964,1561,ba2ol,,ba2ol
22965,1561,s,,s
22966,1561,.,,.
22967,1561,charat,,charat
22968,1561,(,,(
22969,1561,5,,5
22970,1561,),,)
22971,1561,da,,da
22972,1561,ytl3,,ytl3
22973,1561,eh,,eh
22974,1561,?,,?
22975,1562,7bibi,,7bibi
22976,1563,so2al,,so2al
22977,1563,howa,,howa
22978,1563,elintegration,,elintegration
22979,1563,weldifferentiation,,weldifferentiation
22980,1563,circuits,,circuits
22981,1563,bta3t,,bta3t
22982,1563,el,,el
22983,1563,op,,op
22984,1563,amp,,amp
22985,1563,ma3ana,,ma3ana
22986,1563,?,,?
22987,1563,asl,,asl
22988,1563,malhash,,malhash
22989,1563,masa2el,,masa2el
22990,1563,fel,,fel
22991,1563,sheets,,sheets
22992,1564,video,,video
22993,1564,w,,w
22994,1564,data,,data
22995,1564,compression,,compression
22996,1565,عملتوا,,عملتوا
22997,1565,s,,s
22998,1565,وsc,,وsc
22999,1565,?,,?
23000,1566,these,,these
23001,1566,are,,are
23002,1566,the,,the
23003,1566,primitive,,primitive
23004,1566,fl,,fl
23005,1566,opengl,,opengl
23006,1566,l,,l
23007,1566,mfrood,,mfrood
23008,1567,hane3mel,,hane3mel
23009,1567,eh,,eh
23010,1567,b,,b
23011,1567,gimp,,gimp
23012,1567,da,,da
23013,1567,?😂,,?😂
23014,1568,oh,,oh
23015,1568,wait,,wait
23016,1568,i,,i
23017,1568,thought,,thought
23018,1568,db,,db
23019,1568,😂😂,,😂😂
23020,1569,ye,,ye
23021,1569,f3lan,,f3lan
23022,1569,shaklaha,,shaklaha
23023,1569,kda,,kda
23024,1570,6,,6
23025,1570,7,,7
23026,1570,8,,8
23027,1570,kan,,kan
23028,1570,content,,content
23029,1570,quiz,,quiz
23030,1570,2,,2
23031,1571,aya,,aya
23032,1571,2alet,,2alet
23033,1571,oshtobo,,oshtobo
23034,1571,😂😂🤷🏻‍♂🤷🏻‍♂,,😂😂🤷🏻‍♂🤷🏻‍♂
23035,1572,key,,key
23036,1572,listener,,listener
23037,1573,ana,,ana
23038,1573,parking,,parking
23039,1573,bs,,bs
23040,1573,mgaly4,,mgaly4
23041,1573,7aga,,7aga
23042,1574,<=,,<=
23043,1574,di,,di
23044,1574,elblocking,,elblocking
23045,1574,?,,?
23046,1575,9,,9
23047,1575,?😅,,?😅
23048,1576,ana,,ana
23049,1576,7ases,,7ases
23050,1576,eny,,eny
23051,1576,fahemha,,fahemha
23052,1577,thank,,thank
23053,1577,u,,u
23054,1577,both,,both
23055,1578,tb,,tb
23056,1578,l,,l
23057,1578,s,,s
23058,1578,fl,,fl
23059,1578,awal,,awal
23060,1578,m3moola,,m3moola
23061,1578,eh,,eh
23062,1578,?,,?
23063,1579,mafeesh,,mafeesh
23064,1579,milestones,,milestones
23065,1579,gher,,gher
23066,1579,wa7da,,wa7da
23067,1579,flca,,flca
23068,1579,wlos,,wlos
23069,1579,fadleen,,fadleen
23070,1579,😂😂,,😂😂
23071,1580,بحاول,,بحاول
23072,1580,اعرف,,اعرف
23073,1580,بس,,بس
23074,1580,مش,,مش
23075,1580,عارف,,عارف
23076,1581,ya3ny,,ya3ny
23077,1581,3ayzeen,,3ayzeen
23078,1581,nemshy,,nemshy
23079,1581,kam,,kam
23080,1581,step,,step
23081,1581,3shan,,3shan
23082,1581,nwsal,,nwsal
23083,1581,leladdress,,leladdress
23084,1581,ele,,ele
23085,1581,e7na,,e7na
23086,1581,3ayzeno,,3ayzeno
23087,1582,decidability,,decidability
23088,1582,😂😂,,😂😂
23089,1583,dh,,dh
23090,1583,l,,l
23091,1583,homa,,homa
23092,1583,meen,,meen
23093,1583,👀😂,,👀😂
23094,1584,dh,,dh
23095,1584,fen,,fen
23096,1584,dh,,dh
23097,1584,m3lsh,,m3lsh
23098,1584,?😂,,?😂
23099,1585,y3ny,,y3ny
23100,1585,msh,,msh
23101,1585,bygeeb,,bygeeb
23102,1585,l,,l
23103,1585,rakam,,rakam
23104,1585,kolo,,kolo
23105,1585,bosy,,bosy
23106,1585,fl,,fl
23107,1585,mas2ela,,mas2ela
23108,1585,dih,,dih
23109,1585,don’t,,don’t
23110,1585,trust,,trust
23111,1585,lcalculator,,lcalculator
23112,1585,l,,l
23113,1585,ta,,ta
23114,1585,2aletly,,2aletly
23115,1585,l,,l
23116,1585,kalam,,kalam
23117,1585,dh,,dh
23118,1585,😂😂😂,,😂😂😂
23119,1586,msh,,msh
23120,1586,3aref,,3aref
23121,1586,feeh,,feeh
23122,1586,eh,,eh
23123,1586,😂😂😂,,😂😂😂
23124,1587,zy,,zy
23125,1587,ma3ndena,,ma3ndena
23126,1587,quiz,,quiz
23127,1587,haskel,,haskel
23128,1587,wevaluation,,wevaluation
23129,1587,fnafs,,fnafs
23130,1587,l,,l
23131,1587,wa2t,,wa2t
23132,1587,?😅😅,,?😅😅
23133,1588,msh,,msh
23134,1588,bnt2akked,,bnt2akked
23135,1588,not,,not
23136,1588,bottom,,bottom
23137,1588,or,,or
23138,1588,f,,f
23139,1588,is,,is
23140,1588,valid,,valid
23141,1588,wlla,,wlla
23142,1588,la2,,la2
23143,1589,ana,,ana
23144,1589,et2aly,,et2aly
23145,1589,en,,en
23146,1589,l,,l
23147,1589,dr,,dr
23148,1589,2al,,2al
23149,1589,keda,,keda
23150,1590,which,,which
23151,1590,part,,part
23152,1590,feeha,,feeha
23153,1590,?,,?
23154,1591,dol,,dol
23155,1591,Hay-expecto,,Hay-expecto
23156,1591,enni,,enni
23157,1591,elmafrood,,elmafrood
23158,1591,ab2a,,ab2a
23159,1591,3aref,,3aref
23160,1591,machine,,machine
23161,1591,learning,,learning
23162,1591,ya3ni,,ya3ni
23163,1591,men,,men
23164,1591,ablaha,,ablaha
23165,1591,?,,?
23166,1592,lessa,,lessa
23167,1592,3,,3
23168,1592,sa3at,,sa3at
23169,1592,kol,,kol
23170,1592,sa3a,,sa3a
23171,1592,b,,b
23172,1592,lecture,,lecture
23173,1592,😂😂,,😂😂
23174,1593,bzubt,,bzubt
23175,1593,😂,,😂
23176,1594,aw,,aw
23177,1594,5aleeha,,5aleeha
23178,1594,3,,3
23179,1594,pulses,,pulses
23180,1594,b,,b
23181,1594,2,,2
23182,1594,minus,,minus
23183,1594,wa7da,,wa7da
23184,1594,b1,,b1
23185,1595,kolo,,kolo
23186,1595,‎,,‎
23187,1596,and,,and
23188,1596,nadin,,nadin
23189,1597,la2,,la2
23190,1597,hyya,,hyya
23191,1597,hyya,,hyya
23192,1597,...,,...
23193,1598,w,,w
23194,1598,kllohom,,kllohom
23195,1598,da5leen,,da5leen
23196,1598,elmux,,elmux
23197,1598,leeh,,leeh
23198,1598,?,,?
23199,1598,3shan,,3shan
23200,1598,el,,el
23201,1598,mux,,mux
23202,1598,y5tar,,y5tar
23203,1598,mabenhom,,mabenhom
23204,1599,mhwa,,mhwa
23205,1599,l,,l
23206,1599,fekra,,fekra
23207,1599,eny,,eny
23208,1599,msh,,msh
23209,1599,3aref,,3aref
23210,1599,eh,,eh
23211,1599,lenhancement,,lenhancement
23212,1599,dh,,dh
23213,1599,😂😂😂😂,,😂😂😂😂
23214,1600,i,,i
23215,1600,think,,think
23216,1600,team,,team
23217,1600,of,,of
23218,1600,two,,two
23219,1601,msh,,msh
23220,1601,mohem,,mohem
23221,1601,brdo,,brdo
23222,1601,😂😂😂,,😂😂😂
23223,1602,💪🔥🔥🔥,,💪🔥🔥🔥
23224,1603,heya,,heya
23225,1603,mfrood,,mfrood
23226,1603,ma3alehash,,ma3alehash
23227,1603,attendance,,attendance
23228,1603,😂,,😂
23229,1604,tmam,,tmam
23230,1604,",",,","
23231,1604,w,,w
23232,1604,b3deen,,b3deen
23233,1605,networks,,networks
23234,1605,is,,is
23235,1605,same,,same
23236,1605,tut,,tut
23237,1605,2max,,2max
23238,1606,la,,la
23239,1606,ana,,ana
23240,1606,mesh,,mesh
23241,1606,asdi,,asdi
23242,1606,mesh,,mesh
23243,1606,hazakerha,,hazakerha
23244,1606,😂,,😂
23245,1606,ana,,ana
23246,1606,asdi,,asdi
23247,1606,8aleban,,8aleban
23248,1606,mesh,,mesh
23249,1606,gaya,,gaya
23250,1607,f,,f
23251,1607,8aleban,,8aleban
23252,1607,4,,4
23253,1608,مش,,مش
23254,1608,هايمشوه,,هايمشوه
23255,1608,في,,في
23256,1608,نص,,نص
23257,1608,السميستر,,السميستر
23258,1608,يعني,,يعني
23259,1609,ossama,,ossama
23260,1609,you,,you
23261,1609,do,,do
23262,1609,realize,,realize
23263,1609,en,,en
23264,1609,enta,,enta
23265,1609,l,,l
23266,1609,wa7eed,,wa7eed
23267,1609,flgroup,,flgroup
23268,1609,l,,l
23269,1609,3ndo,,3ndo
23270,1609,moshkela,,moshkela
23271,1609,s7,,s7
23272,1610,@username,,@username
23273,1610,3arfo,,3arfo
23274,1610,dah,,dah
23275,1610,?‎,,?‎
23276,1611,the,,the
23277,1611,second,,second
23278,1611,card,,card
23279,1611,is,,is
23280,1611,the,,the
23281,1611,same,,same
23282,1611,automatically,,automatically
23283,1612,kteer,,kteer
23284,1612,*,,*
23285,1613,thanks,,thanks
23286,1613,!,,!
23287,1613,this,,this
23288,1613,helps,,helps
23289,1613,a,,a
23290,1613,lot,,lot
23291,1614,works,,works
23292,1614,fine,,fine
23293,1614,3ndy,,3ndy
23294,1615,np,,np
23295,1615,😅🙌🏻,,😅🙌🏻
23296,1616,loaa,,loaa
23297,1616,.,,.
23298,1616,elzahar,,elzahar
23299,1616,@,,@
23300,1616,guc,,guc
23301,1616,.,,.
23302,1616,edu,,edu
23303,1616,.,,.
23304,1616,eg,,eg
23305,1617,shokran,,shokran
23306,1617,ya,,ya
23307,1617,gama3a,,gama3a
23308,1618,hwa,,hwa
23309,1618,2al,,2al
23310,1618,lboard,,lboard
23311,1618,is,,is
23312,1618,a,,a
23313,1618,sphere,,sphere
23314,1618,w,,w
23315,1618,keda,,keda
23316,1619,الي,,الي
23317,1619,جنمبه,,جنمبه
23318,1619,بس,,بس
23319,1620,مالناش,,مالناش
23320,1620,دعوه,,دعوه
23321,1620,بالميكرو,,بالميكرو
23322,1620,دلوقتي,,دلوقتي
23323,1620,😂,,😂
23324,1621,if,,if
23325,1621,you’re,,you’re
23326,1621,interested,,interested
23327,1621,in,,in
23328,1621,ml,,ml
23329,1621,pass,,pass
23330,1621,by,,by
23331,1621,😃🔥,,😃🔥
23332,1622,elspatial,,elspatial
23333,1622,hane3mel,,hane3mel
23334,1622,pixels,,pixels
23335,1622,w,,w
23336,1622,frames,,frames
23337,1622,weltemporal,,weltemporal
23338,1622,hane3mel,,hane3mel
23339,1622,frames,,frames
23340,1622,bas,,bas
23341,1622,da,,da
23342,1622,elly,,elly
23343,1622,ana,,ana
23344,1622,fehemto,,fehemto
23345,1622,men,,men
23346,1622,elmail,,elmail
23347,1623,networks,,networks
23348,1623,mal8y,,mal8y
23349,1624,el,,el
23350,1624,so2al,,so2al
23351,1624,by2ol,,by2ol
23352,1624,eh,,eh
23353,1624,?,,?
23354,1625,m3alenaash,,m3alenaash
23355,1625,coding,,coding
23356,1626,clockwise,,clockwise
23357,1627,#,,#
23358,1627,update,,update
23359,1627,صباح,,صباح
23360,1627,الخير,,الخير
23361,1627,عندنا,,عندنا
23362,1627,الاسبوع,,الاسبوع
23363,1627,ده,,ده
23364,1627,:,,:
23365,1627,الخميس,,الخميس
23366,1627,:,,:
23367,1627,كويز,,كويز
23368,1627,dsd,,dsd
23369,1627,الاسبوع,,الاسبوع
23370,1627,الي,,الي
23371,1627,الجاي,,الجاي
23372,1627,:,,:
23373,1627,السبت,,السبت
23374,1627,:,,:
23375,1627,كويز,,كويز
23376,1627,networks,,networks
23377,1627,الاحد,,الاحد
23378,1627,:,,:
23379,1627,كويز,,كويز
23380,1627,media,,media
23381,1627,،,,،
23382,1627,ديد,,ديد
23383,1627,لاين,,لاين
23384,1627,ms1,,ms1
23385,1627,الاتنين,,الاتنين
23386,1627,:,,:
23387,1627,كويز,,كويز
23388,1627,الtheory,,الtheory
23389,1627,الخميس,,الخميس
23390,1627,:,,:
23391,1627,ديدلاين,,ديدلاين
23392,1627,اسيمنت,,اسيمنت
23393,1627,الmedia,,الmedia
23394,1627,*,,*
23395,1627,announcement,,announcement
23396,1627,dsd,,dsd
23397,1627,project,,project
23398,1627,*,,*
23399,1627,db,,db
23400,1627,lab,,lab
23401,1627,quiz,,quiz
23402,1627,في,,في
23403,1627,التاتوريال,,التاتوريال
23404,1627,الاسبوع,,الاسبوع
23405,1627,الي,,الي
23406,1627,بعده,,بعده
23407,1627,:,,:
23408,1627,ميد,,ميد
23409,1627,ترمات,,ترمات
23410,1627,🔥#...,,🔥#...
23411,1628,byeb2o,,byeb2o
23412,1628,fl,,fl
23413,1628,nos,,nos
23414,1628,keda,,keda
23415,1629,midterm,,midterm
23416,1629,l,,l
23417,1629,dsd,,dsd
23418,1629,kan,,kan
23419,1629,7lw,,7lw
23420,1629,🙃,,🙃
23421,1630,ok,,ok
23422,1631,el,,el
23423,1631,manhag,,manhag
23424,1631,bta3hom,,bta3hom
23425,1631,a2al,,a2al
23426,1632,msh,,msh
23427,1632,3aref,,3aref
23428,1632,b2a,,b2a
23429,1632,bs,,bs
23430,1632,ana,,ana
23431,1632,3ndy,,3ndy
23432,1632,makansh,,makansh
23433,1632,feeh,,feeh
23434,1632,moshkela,,moshkela
23435,1632,feehom,,feehom
23436,1632,l,,l
23437,1632,sara7a,,sara7a
23438,1632,😂,,😂
23439,1633,mayenfa3sh,,mayenfa3sh
23440,1633,elembedded,,elembedded
23441,1633,mayeb2ash,,mayeb2ash
23442,1633,eltalat,,eltalat
23443,1633,?,,?
23444,1633,e7na,,e7na
23445,1633,el,,el
23446,1633,graphics,,graphics
23447,1633,bn5alas,,bn5alas
23448,1633,6,,6
23449,1633,w,,w
23450,1633,3ala,,3ala
23451,1633,mnrawa7,,mnrawa7
23452,1633,blbusses,,blbusses
23453,1633,bteb2a,,bteb2a
23454,1633,da5la,,da5la
23455,1633,f,,f
23456,1633,7,,7
23457,1633,:,,:
23458,1633,30,,30
23459,1634,ana,,ana
23460,1634,t3bt,,t3bt
23461,1634,ya,,ya
23462,1634,mahmoud,,mahmoud
23463,1634,😂😂😂,,😂😂😂
23464,1635,idk,,idk
23465,1635,el,,el
23466,1635,ta,,ta
23467,1635,alet,,alet
23468,1635,momken,,momken
23469,1635,ygeeb,,ygeeb
23470,1635,mn,,mn
23471,1635,abl,,abl
23472,1636,bitte,,bitte
23473,1636,😌,,😌
23474,1637,dol,,dol
23475,1637,plus,,plus
23476,1637,ba3d,,ba3d
23477,1637,homa,,homa
23478,1637,el,,el
23479,1637,x,,x
23480,1637,(,,(
23481,1637,jw,,jw
23482,1637,),,)
23483,1638,ana,,ana
23484,1638,shayef,,shayef
23485,1638,l,,l
23486,1638,c,,c
23487,1638,a7la,,a7la
23488,1638,l,,l
23489,1638,sara7a,,sara7a
23490,1638,😂😂,,😂😂
23491,1639,هم,,هم
23492,1639,نفسهم,,نفسهم
23493,1639,مايعرفوش,,مايعرفوش
23494,1639,!,,!
23495,1640,3shan,,3shan
23496,1640,kont,,kont
23497,1640,fate7,,fate7
23498,1640,bola,,bola
23499,1640,f,,f
23500,1640,wa2t,,wa2t
23501,1640,tut,,tut
23502,1640,tarek,,tarek
23503,1640,monir,,monir
23504,1640,.,,.
23505,1641,hoa,,hoa
23506,1641,elmafrood,,elmafrood
23507,1641,agarrab,,agarrab
23508,1641,elcode,,elcode
23509,1641,ezzai,,ezzai
23510,1641,?,,?
23511,1642,ana,,ana
23512,1642,kaman,,kaman
23513,1642,menna,,menna
23514,1642,should,,should
23515,1642,i,,i
23516,1642,assume,,assume
23517,1642,eno,,eno
23518,1642,mafish,,mafish
23519,1642,evaluation,,evaluation
23520,1642,bardo,,bardo
23521,1642,?😂,,?😂
23522,1643,i,,i
23523,1643,think,,think
23524,1643,the,,the
23525,1643,problem,,problem
23526,1643,is,,is
23527,1643,that,,that
23528,1643,we,,we
23529,1643,don’t,,don’t
23530,1643,even,,even
23531,1643,know,,know
23532,1643,what,,what
23533,1643,is,,is
23534,1643,he,,he
23535,1643,gonna,,gonna
23536,1643,do,,do
23537,1643,.,,.
23538,1643,let,,let
23539,1643,hygeeb,,hygeeb
23540,1643,dss,,dss
23541,1643,zy,,zy
23542,1643,ma,,ma
23543,1643,nas,,nas
23544,1643,bt2ool,,bt2ool
23545,1643,at,,at
23546,1643,least,,least
23547,1643,3arfeen,,3arfeen
23548,1643,hwa,,hwa
23549,1643,hygeeb,,hygeeb
23550,1643,eh,,eh
23551,1643,w,,w
23552,1643,hn7afrak,,hn7afrak
23553,1643,feh,,feh
23554,1644,then,,then
23555,1644,you,,you
23556,1644,chose,,chose
23557,1644,3,,3
23558,1644,cards,,cards
23559,1644,bs,,bs
23560,1644,they’re,,they’re
23561,1644,not,,not
23562,1644,the,,the
23563,1644,same,,same
23564,1644,as,,as
23565,1644,the,,the
23566,1644,one,,one
23567,1644,before,,before
23568,1645,hwa,,hwa
23569,1645,2alek,,2alek
23570,1645,e7seby,,e7seby
23571,1645,l,,l
23572,1645,size,,size
23573,1645,for,,for
23574,1645,indexed,,indexed
23575,1645,image,,image
23576,1645,wgray,,wgray
23577,1645,scale,,scale
23578,1645,image,,image
23579,1645,l,,l
23580,1645,indexed,,indexed
23581,1645,image,,image
23582,1645,3ndek,,3ndek
23583,1645,3,,3
23584,1645,bytes,,bytes
23585,1645,btoo3,,btoo3
23586,1645,l,,l
23587,1645,rgb,,rgb
23588,1645,fl,,fl
23589,1645,gray,,gray
23590,1645,3ndel,,3ndel
23591,1645,1,,1
23592,1645,byte,,byte
23593,1645,bs,,bs
23594,1646,dlwa2ty,,dlwa2ty
23595,1646,you,,you
23596,1646,have,,have
23597,1646,atoms,,atoms
23598,1646,a,,a
23599,1646,w,,w
23600,1646,b,,b
23601,1646,w,,w
23602,1646,c,,c
23603,1646,tmm,,tmm
23604,1646,fhwa,,fhwa
23605,1646,by2olak,,by2olak
23606,1646,tala3,,tala3
23607,1646,lunstable,,lunstable
23608,1646,formula,,formula
23609,1646,l,,l
23610,1646,unstable,,unstable
23611,1646,formula,,formula
23612,1646,bt2olak,,bt2olak
23613,1646,en,,en
23614,1646,lw,,lw
23615,1646,feeh,,feeh
23616,1646,valuation,,valuation
23617,1646,l,,l
23618,1646,a,,a
23619,1646,w,,w
23620,1646,b,,b
23621,1646,w,,w
23622,1646,c,,c
23623,1646,byedy,,byedy
23624,1646,let’s,,let’s
23625,1646,say,,say
23626,1646,t,,t
23627,1646,(,,(
23628,1646,dh,,dh
23629,1646,assumption,,assumption
23630,1646,),,)
23631,1646,lw,,lw
23632,1646,8ayart,,8ayart
23633,1646,a,,a
23634,1646,bs,,bs
23635,1646,aw,,aw
23636,1646,b,,b
23637,1646,bs,,bs
23638,1646,aw,,aw
23639,1646,c,,c
23640,1646,bs,,bs
23641,1646,l,,l
23642,1646,valuation,,valuation
23643,1646,hyb2a,,hyb2a
23644,1646,f,,f
23645,1646,fa,,fa
23646,1646,3amal,,3amal
23647,1646,tt,,tt
23648,1646,lel,,lel
23649,1646,a,,a
23650,1646,wl,,wl
23651,1646,b,,b
23652,1646,wl,,wl
23653,1646,c,,c
23654,1646,w,,w
23655,1646,zy,,zy
23656,1646,m2olna,,m2olna
23657,1646,assume,,assume
23658,1646,en,,en
23659,1646,lw,,lw
23660,1646,a,,a
23661,1646,w,,w
23662,1646,b,,b
23663,1646,w,,w
23664,1646,c,,c
23665,1646,is,,is
23666,1646,FALSE,,FALSE
23667,1646,loutput,,loutput
23668,1646,FALSE,,FALSE
23669,1646,kol,,kol
23670,1646,mat8ayar,,mat8ayar
23671,1646,variable,,variable
23672,1646,wa7ed,,wa7ed
23673,1646,8ayar,,8ayar
23674,1646,lvaluation,,lvaluation
23675,1647,bzbt,,bzbt
23676,1647,😂😂😂😂,,😂😂😂😂
23677,1648,ya,,ya
23678,1649,msh,,msh
23679,1649,2oltelek,,2oltelek
23680,1649,😂😂😂,,😂😂😂
23681,1650,howa,,howa
23682,1650,they’re,,they’re
23683,1650,not,,not
23684,1650,just,,just
23685,1650,gonna,,gonna
23686,1650,call,,call
23687,1650,a,,a
23688,1650,senior,,senior
23689,1650,acmer,,acmer
23690,1650,wbe,,wbe
23691,1650,like,,like
23692,1650,him,,him
23693,1650,t7b,,t7b
23694,1650,tb2a,,tb2a
23695,1650,ta,,ta
23696,1651,w,,w
23697,1651,i,,i
23698,1651,assume,,assume
23699,1651,ano,,ano
23700,1651,yom,,yom
23701,1651,el,,el
23702,1651,eid,,eid
23703,1651,hykoon,,hykoon
23704,1651,agaza,,agaza
23705,1651,f,,f
23706,1651,7awlo,,7awlo
23707,1651,troo7o,,troo7o
23708,1651,bokra,,bokra
23709,1652,lreal,,lreal
23710,1652,l,,l
23711,1652,msh,,msh
23712,1652,gambo,,gambo
23713,1652,j,,j
23714,1653,one,,one
23715,1653,cycle,,cycle
23716,1653,only,,only
23717,1654,last,,last
23718,1654,lec,,lec
23719,1654,7aga,,7aga
23720,1654,wl,,wl
23721,1654,lecture,,lecture
23722,1654,l,,l
23723,1654,a5adnaha,,a5adnaha
23724,1654,a5er,,a5er
23725,1654,lecture,,lecture
23726,1654,7aga,,7aga
23727,1654,😂😂,,😂😂
23728,1655,b,,b
23729,1655,w,,w
23730,1655,c,,c
23731,1655,leh,,leh
23732,1655,msh,,msh
23733,1655,anti,,anti
23734,1655,symmetric,,symmetric
23735,1655,?,,?
23736,1656,ana,,ana
23737,1656,nazel,,nazel
23738,1657,eshtat,,eshtat
23739,1657,eshtat,,eshtat
23740,1657,i,,i
23741,1657,will,,will
23742,1657,manage,,manage
23743,1657,thankuuu,,thankuuu
23744,1657,💃,,💃
23745,1658,gamb,,gamb
23746,1658,lworkshop,,lworkshop
23747,1659,f,,f
23748,1659,masalan,,masalan
23749,1659,el,,el
23750,1659,cosine,,cosine
23751,1659,3and,,3and
23752,1659,infinity,,infinity
23753,1659,ya,,ya
23754,1659,-1,,-1
23755,1659,ya,,ya
23756,1659,1,,1
23757,1659,ya,,ya
23758,1659,7aga,,7aga
23759,1659,benhom,,benhom
23760,1659,fbounded,,fbounded
23761,1660,magaleesh,,magaleesh
23762,1660,no,,no
23763,1661,heya,,heya
23764,1661,l,,l
23765,1661,lecture,,lecture
23766,1661,h16,,h16
23767,1661,wala,,wala
23768,1661,h14,,h14
23769,1661,??,,??
23770,1662,i,,i
23771,1662,think,,think
23772,1662,kollo,,kollo
23773,1662,hybda2,,hybda2
23774,1662,mn,,mn
23775,1662,tmw,,tmw
23776,1663,bosy,,bosy
23777,1663,it’s,,it’s
23778,1663,safer,,safer
23779,1663,to,,to
23780,1663,assume,,assume
23781,1663,en,,en
23782,1663,most,,most
23783,1663,predefined,,predefined
23784,1663,methods,,methods
23785,1663,aren’t,,aren’t
23786,1663,allowed,,allowed
23787,1663,3ashan,,3ashan
23788,1663,some,,some
23789,1663,tas,,tas
23790,1663,stated,,stated
23791,1663,eno,,eno
23792,1663,balash,,balash
23793,1664,حد,,حد
23794,1664,هنا,,هنا
23795,1664,عنده,,عنده
23796,1664,امتحان,,امتحان
23797,1664,الماني,,الماني
23798,1664,يوم,,يوم
23799,1664,الاحد,,الاحد
23800,1664,او,,او
23801,1664,الاربعاء,,الاربعاء
23802,1664,؟,,؟
23803,1665,محاضره,,محاضره
23804,1665,٥,,٥
23805,1665,جزء,,جزء
23806,1665,من,,من
23807,1665,شييت,,شييت
23808,1665,٤,,٤
23809,1665,‎,,‎
23810,1666,وحد,,وحد
23811,1666,ياريت,,ياريت
23812,1666,يغير,,يغير
23813,1666,الdp,,الdp
23814,1666,لحاجه,,لحاجه
23815,1666,عدله,,عدله
23816,1666,شويه,,شويه
23817,1666,😅,,😅
23818,1667,asdk,,asdk
23819,1667,ayman,,ayman
23820,1667,?,,?
23821,1668,aw,,aw
23822,1668,n3ayat,,n3ayat
23823,1669,m7dsh,,m7dsh
23824,1669,3aref,,3aref
